-1,458241922
-1,571802199
-1,523192671
-1,911677525
-1,978769231
-1,718165059
-1,768165288
-1,392920358
-1,438630549
-1,295673526
-1,212500838
-1,217259777
-1,081198491
-1,308409159
-1,413166381
-0,955684517
-0,938524441
-0,759865669
-0,732965628
-0,777316692
-0,968962371
-0,823296189
-0,816823525
-0,685184187
-0,595632398
-0,346456969
-0,436734785
-0,090200363
-0,300471585
-0,37206131
-0,307872547
-0,25835816
-0,217861835
-0,312900545
-0,287610625
-0,144547954
-0,081799053
-0,348487931
-0,165796461
0,097092417
0,16139568
0,274210053
0,180017918
0,02170653
0,010093853
-0,438546659
-0,318477259
-0,154859682
-0,220542025
-0,27634111
-0,317986782
-0,418436182
-0,755526958
-0,879761025
-0,661481386
-0,537782027
-0,563448918
-0,633006504
-0,65170251
-0,340915201
-0,174138468
0,075938653
-0,040609275
-0,262481729
-0,351931191
-0,018662961
-0,307015777
-0,30751711
-0,362828114
-0,372359022
-0,20917001
-0,187664557
0,101453221
0,011347625
-0,06091694
-0,026320124
0,154083644
0,295186115
-0,072972572
-0,118374043
-0,074895426
-0,151829074
-0,053167994
0,243617396
0,42420613
0,504998613
0,751235311
0,819309528
0,707471829
0,81585406
1,023884173
0,977300003
1,255870381
0,872246037
0,81771568
0,504985927
0,432771571
0,24769688
0,295920033
0,262987953
0,368227247
0,513231107
0,677859586
0,453896565
0,61639693
0,765123143
1,44404304
1,394504431
1,527579203
1,61735177
1,267587632
1,193819617
1,13522015
1,602734514
1,65755521
1,560576684
1,548263122
1,513102397
1,534993891
0,940062636
1,068158059
0,890068798
0,688899533
0,584040961
0,611824006
0,183461551
0,159849291
0,283354595
0,578214102
0,727028087
0,849360897
0,880078841
0,811114742
0,907702241
0,779347668
0,517774669
0,467259453
0,795423369
0,927725614
1,160710814
1,188863661
1,359307423
1,270949278
0,917917874
0,864666914
0,697921224
0,820969418
0,923657909
0,94384906
1,142518095
1,239241181
1,074226008
0,708489549
0,435875422
0,408777312
0,624091512
0,322626772
0,713861661
0,817008712
0,6077345
0,688705155
0,359190547
0,178411227
0,004041803
-0,462396836
-0,435826844
-0,299606359
-0,390300431
-0,759709648
-1,018899363
-1,187808916
-1,469322303
-1,110001014
-1,534323603
-1,646088651
-1,769084542
-1,42077626
-1,443582352
-1,459557753
-1,305589466
-1,177590591
-1,047775102
-0,904767772
-0,90981944
-0,613454902
-0,970614378
-0,874385106
-0,79755588
-0,591213244
-0,381521618
-0,460877391
-0,487736482
-0,636137767
-0,588333766
-0,968981674
-0,939376128
-0,844820896
-0,874452763
-0,968428927
-1,166690818
-1,464414372
-1,26735364
-1,183330283
-1,447683735
-1,404068366
-1,513781796
-1,424134844
-1,219319514
-1,032750911
-1,100139727
-1,117164913
-1,042177594
-1,161199548
-1,175906209
-1,20737218
-1,256033443
-1,366311051
-1,122934086
-1,228568341
-1,014422886
-1,027906015
-1,026632746
-1,19162508
